Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","35.907349","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","36.766539","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","37.908823","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","37.352581","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","37.39728","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","37.31782","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","37.36748","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","37.640636","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","38.415397","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","38.474996","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","40.064255","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","41.425057","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","42.448143","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2005","2005","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","41.877009","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","43.674856","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","44.191369","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","43.803984","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","43.4315","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","43.555659","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","44.037402","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","46.798745","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","44.325458","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","44.598614","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","45.567071","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","45.865057","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2006","2006","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","47.295388","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","48.561831","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","48.974045","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","49.048544","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","48.412842","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","48.224115","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","48.452572","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","49.108143","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","49.495519","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","50.389485","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","51.328135","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","51.348004","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2007","2007","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","52.619415","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","54.074585","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","54.938736","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","55.728404","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","56.031352","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","56.994839","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","57.829206","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","58.896992","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","59.448265","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","60.575649","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","61.002755","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","60.59551","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2008","2008","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","60.938195","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","61.40007","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","61.98115","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","61.817262","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","60.992825","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","60.838867","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","60.729607","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","61.424908","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","62.219538","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","63.729337","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","63.908126","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","63.381683","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2009","2009","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","63.302215","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","64.394838","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","64.951073","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","64.36007","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","64.573627","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","64.891474","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","66.967454","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","70.111204","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","70.438989","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","70.751875","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","70.150941","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","71.198858","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2010","2010","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","73.200331","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","74.814428","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","74.566103","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","73.115902","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","71.725301","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","71.521674","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","72.430532","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","73.761543","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","74.551203","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","74.481674","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","74.223418","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","74.660462","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2011","2011","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","75.867314","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","77.272815","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","76.706643","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","76.453348","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","76.547707","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","76.433487","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","77.635362","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","78.936581","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","80.103711","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","79.363648","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","79.025963","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","78.921658","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2012","2012","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","80.17817","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","82.608531","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","84.264921","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","85.679103","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","85.210313","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","84.710271","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","85.81974","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","90.601393","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","92.211841","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","89.585682","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","89.296595","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","88.866872","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","89.570056","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","92.046827","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","92.37498","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","91.968696","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","90.968611","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","90.835788","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","91.734301","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","93.515701","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","93.851667","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","93.695404","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","93.929799","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","95.945594","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","99.039605","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","99.617779","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","98.21141","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","97.430094","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","96.72691","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","98.055147","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","99.617779","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","101.6492","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","102.508647","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","101.414805","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","100.399094","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","100.711621","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","103.915016","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","106.180832","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","105.55578","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","106.337095","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","105.321385","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","105.633911","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","107.352806","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","108.52478","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","107.821596","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","107.743464","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","107.509069","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","109.306096","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","109.853017","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","110.556201","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","110.243675","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","109.462359","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","108.290385","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","109.227964","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","109.931149","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","110.165543","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","109.462359","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","108.837306","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","108.368517","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","108.759175","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","360","Indonesia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","108.368517","X","Figure from external organization","base year is 2015"
